Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Day-of-Week,Day-Ahead-LMP-price
1/15/2022,8:51:00 AM,5,-13,43,NNW,7,0,30,0,0,7.00,151.71
1/15/2022,9:51:00 AM,8,-16,33,N,17,25,30.03,0,0,7.00,159.56
1/15/2022,10:51:00 AM,10,-15,32,N,15,23,30.06,0,0,7.00,156.51
1/15/2022,11:51:00 AM,12,-15,29,N,17,26,30.06,0,0,7.00,174.98
1/15/2022,12:51:00 PM,14,-14,28,N,13,0,30.04,0,0,7.00,180.4
1/15/2022,1:51:00 PM,15,-14,27,NNW,14,22,30.06,0,0,7.00,195.71
1/15/2022,2:51:00 PM,16,-12,28,N,14,18,30.06,0,0,7.00,171.57
1/15/2022,3:51:00 PM,14,-13,29,NW,15,0,30.08,0,0,7.00,171.52
1/15/2022,4:51:00 PM,13,-13,31,NNW,14,0,30.11,0,0,7.00,165.73
1/15/2022,5:51:00 PM,11,-12,35,NNW,10,0,30.12,0,0,7.00,171.43
1/15/2022,6:51:00 PM,10,-13,35,NNW,8,0,30.15,0,0,7.00,173.02
1/15/2022,7:51:00 PM,10,-13,35,NNW,10,0,30.16,0,0,7.00,201.01
1/15/2022,8:51:00 PM,8,-12,40,N,9,0,30.18,0,0,7.00,242.79
1/15/2022,9:51:00 PM,7,-12,42,NNW,7,0,30.19,0,0,7.00,227.61
1/15/2022,10:51:00 PM,6,-11,45,N,7,0,30.2,0,0,7.00,211.27
1/15/2022,11:51:00 PM,4,-10,53,N,5,0,30.22,0,0,7.00,200.59
1/15/2022,12:51:00 AM,4,-9,55,N,5,0,30.26,0,0,7.00,178.4
1/16/2022,1:51:00 AM,4,-8,58,N,3,0,30.22,0,0,1.00,52.59
1/16/2022,2:51:00 AM,2,-8,63,N,6,0,30.25,0,0,1.00,51.14
1/16/2022,3:51:00 AM,2,-7,66,N,5,0,30.23,0,0,1.00,49.17
1/16/2022,4:51:00 AM,2,-8,63,NNW,5,0,30.22,0,0,1.00,48.44
1/16/2022,5:51:00 AM,1,-8,66,N,5,0,30.22,0,0,1.00,48.41
1/16/2022,6:51:00 AM,0,-8,69,NW,5,0,30.24,0,0,1.00,49.6
1/16/2022,7:51:00 AM,0,-8,69,NNW,3,0,30.26,0,0,1.00,51.8
1/16/2022,8:51:00 AM,2,-8,63,N,7,0,30.26,0,0,1.00,53.52
1/16/2022,9:51:00 AM,5,-7,58,N,6,0,30.27,0,0,1.00,54.11
1/16/2022,10:51:00 AM,8,-6,53,NNE,8,0,30.25,0,0,1.00,55.56
1/16/2022,11:51:00 AM,13,-7,41,W,5,0,30.24,0,0,1.00,56.82
1/16/2022,12:51:00 PM,16,-6,38,CALM,0,0,30.19,0,0,1.00,58.59
1/16/2022,1:51:00 PM,19,-5,34,CALM,0,0,30.16,0,0,1.00,55.54
1/16/2022,2:51:00 PM,22,-4,32,CALM,0,0,30.11,0,0,1.00,55.07
1/16/2022,3:51:00 PM,23,-3,32,CALM,0,0,30.1,0,0,1.00,54.02
1/16/2022,4:51:00 PM,23,1,39,CALM,0,0,30.07,0,0,1.00,54.61
1/16/2022,5:51:00 PM,23,3,42,NE,6,0,30.04,0,0,1.00,55.65
1/16/2022,6:13:00 PM,23,2,40,NE,5,0,30.04,0,0,1.00,65.66
1/16/2022,6:51:00 PM,23,1,39,NNE,6,0,30.05,0,0,1.00,65.19
1/16/2022,7:00:00 PM,23,2,40,NNE,6,0,30.04,0,0,1.00,75.99
1/16/2022,7:51:00 PM,22,3,44,N,8,0,29.99,0,0,1.00,82.72
1/16/2022,8:07:00 PM,22,3,44,N,7,0,29.99,0,0,1.00,61.68
1/16/2022,8:51:00 PM,23,3,42,N,7,0,29.97,0,0,1.00,61.67
1/16/2022,9:15:00 PM,23,4,44,NNE,8,0,29.96,0,0,1.00,56.58
1/16/2022,9:51:00 PM,23,3,42,NNE,12,0,29.92,0,0,1.00,
1/16/2022,10:51:00 PM,24,6,46,N,10,0,29.88,0,0,1.00,
1/16/2022,11:37:00 PM,25,11,55,NNE,9,0,29.85,0,0,1.00,
1/16/2022,11:51:00 PM,24,15,69,N,9,0,29.84,0,0,1.00,
1/16/2022,12:51:00 AM,23,20,88,N,12,0,29.75,0,0,1.00,
1/17/2022,1:51:00 AM,26,22,84,NNE,14,0,29.66,0,0,2.00,182.1
1/17/2022,2:51:00 AM,31,26,82,NE,16,0,29.56,0,0,2.00,151.87
1/17/2022,3:51:00 AM,30,27,88,NNE,13,0,29.47,0,0,2.00,152.06
1/17/2022,3:59:00 AM,30,27,88,NNE,12,0,29.46,0,0,2.00,151.98
1/17/2022,4:17:00 AM,31,29,92,NNE,13,0,29.41,0,0,2.00,143.6
1/17/2022,4:36:00 AM,32,30,92,NNE,15,0,29.38,0,0,2.00,149.68
1/17/2022,4:43:00 AM,32,30,92,NNE,15,0,29.36,0,0,2.00,147.16
1/17/2022,4:51:00 AM,33,30,89,NE,14,0,29.35,0,0,2.00,166.85
1/17/2022,4:57:00 AM,34,30,85,NE,16,0,29.33,0,0,2.00,165.87
1/17/2022,5:15:00 AM,34,31,89,NE,16,0,29.3,0,0,2.00,244.04
1/17/2022,5:40:00 AM,36,31,82,ENE,16,29,29.25,0,0,2.00,194.11
1/17/2022,5:51:00 AM,37,32,82,ENE,17,29,29.22,0,0,2.00,172.51
1/17/2022,6:51:00 AM,37,33,86,ENE,16,26,29.09,0.1,0.1,2.00,165.39
1/17/2022,7:51:00 AM,40,35,83,E,16,25,29.03,0,0,2.00,157.84
1/17/2022,8:41:00 AM,42,39,89,ESE,7,0,28.98,0.1,0.1,2.00,150.43
1/17/2022,8:51:00 AM,42,39,89,ESE,5,0,28.97,0.1,0.1,2.00,157.05
1/17/2022,9:40:00 AM,44,41,89,ESE,8,0,28.95,0.1,0.1,2.00,174.47
1/17/2022,9:51:00 AM,44,41,89,ESE,6,0,28.94,0.1,0.1,2.00,209.46
1/17/2022,10:35:00 AM,41,39,93,WSW,3,0,28.91,0,0,2.00,174.54
1/17/2022,10:46:00 AM,43,39,87,S,14,0,28.9,0.1,0.1,2.00,162.7
1/17/2022,10:51:00 AM,43,40,89,S,14,0,28.91,0.1,0.1,2.00,151.01
1/17/2022,11:28:00 AM,42,38,85,SSW,20,0,28.9,0.1,0.1,2.00,139.58
1/17/2022,11:42:00 AM,41,38,89,S,16,23,28.9,0.1,0.1,2.00,142.23
1/17/2022,11:51:00 AM,42,38,85,S,13,0,28.9,0.1,0.1,2.00,142.24
1/17/2022,12:24:00 PM,42,37,82,S,13,0,28.88,0,0,2.00,
1/17/2022,12:46:00 PM,43,37,81,S,15,24,28.86,0,0,2.00,
1/17/2022,12:51:00 PM,42,37,82,S,13,0,28.86,0,0,2.00,
1/17/2022,1:08:00 PM,43,37,80,S,17,26,28.86,0,0,2.00,
1/17/2022,1:39:00 PM,41,34,76,S,16,0,28.85,0,0,2.00,
1/17/2022,1:51:00 PM,41,32,70,S,21,29,28.85,0,0,2.00,
1/17/2022,2:51:00 PM,40,33,77,S,13,0,28.85,0,0,2.00,
1/17/2022,3:51:00 PM,39,32,76,SSW,13,0,28.88,0,0,2.00,
1/17/2022,4:51:00 PM,37,31,79,SSW,17,0,28.9,0,0,2.00,
1/17/2022,5:51:00 PM,37,30,76,SW,13,0,28.92,0,0,2.00,
1/17/2022,6:49:00 PM,36,30,81,SSW,12,0,28.94,0,0,2.00,
1/17/2022,6:51:00 PM,36,30,79,SSW,9,0,28.94,0,0,2.00,
1/17/2022,7:11:00 PM,35,31,85,SSW,12,0,28.96,0,0,2.00,
1/17/2022,7:41:00 PM,34,32,92,S,8,0,28.97,0,0,2.00,
1/17/2022,7:51:00 PM,34,32,92,S,9,0,28.97,0,0,2.00,
1/17/2022,7:52:00 PM,34,32,92,S,8,0,28.97,0,0,2.00,
1/17/2022,8:12:00 PM,33,32,96,S,10,0,28.97,0,0,2.00,
1/17/2022,8:51:00 PM,34,32,92,S,10,0,28.98,0,0,2.00,
1/17/2022,9:00:00 PM,33,31,92,S,10,0,28.99,0,0,2.00,
1/17/2022,9:51:00 PM,34,31,89,WSW,7,0,29.02,0,0,2.00,
1/17/2022,10:03:00 PM,34,31,89,WSW,6,0,29.02,0,0,2.00,
1/17/2022,10:11:00 PM,35,30,82,WNW,7,0,29.03,0,0,2.00,
1/17/2022,10:51:00 PM,34,25,70,WNW,14,0,29.06,0,0,2.00,
1/17/2022,11:51:00 PM,33,21,61,VAR,7,0,29.1,0,0,2.00,
1/17/2022,12:51:00 AM,32,22,66,WNW,12,0,29.13,0,0,2.00,
1/18/2022,1:51:00 AM,31,20,64,W,18,25,29.16,0,0,3.00,128.46
1/18/2022,2:51:00 AM,30,18,61,WNW,28,36,29.21,0,0,3.00,137.9
1/18/2022,3:51:00 AM,28,16,61,NW,17,33,29.26,0,0,3.00,116.43
1/18/2022,4:51:00 AM,29,17,61,NW,16,24,29.29,0,0,3.00,121.27
1/18/2022,5:51:00 AM,28,15,58,NW,16,26,29.33,0,0,3.00,137.91
1/18/2022,6:51:00 AM,26,13,58,WNW,14,24,29.38,0,0,3.00,153.17
1/18/2022,7:51:00 AM,26,12,55,NW,22,32,29.44,0,0,3.00,170.22
1/18/2022,8:51:00 AM,26,12,55,WNW,16,0,29.49,0,0,3.00,205.9
1/18/2022,9:51:00 AM,27,12,53,NW,15,24,29.54,0,0,3.00,188.46
1/18/2022,10:51:00 AM,28,12,51,WNW,25,33,29.57,0,0,3.00,179.74
1/18/2022,11:51:00 AM,30,11,45,WNW,22,38,29.6,0,0,3.00,180.58
1/18/2022,12:51:00 PM,31,10,42,NW,30,43,29.61,0,0,3.00,180.11
1/18/2022,1:51:00 PM,31,7,37,WNW,29,38,29.62,0,0,3.00,173.09
1/18/2022,2:51:00 PM,31,5,33,WNW,29,40,29.65,0,0,3.00,157.43
1/18/2022,3:51:00 PM,30,6,36,NW,25,36,29.71,0,0,3.00,163.64
1/18/2022,4:51:00 PM,29,8,41,WNW,17,31,29.75,0,0,3.00,169.8
1/18/2022,5:51:00 PM,28,7,41,WNW,14,24,29.78,0,0,3.00,200.52
1/18/2022,6:51:00 PM,26,6,43,WNW,6,0,29.82,0,0,3.00,249.62
1/18/2022,7:51:00 PM,25,4,41,WNW,13,20,29.86,0,0,3.00,244.07
1/18/2022,8:51:00 PM,22,4,46,NW,7,0,29.89,0,0,3.00,216.83
1/18/2022,9:51:00 PM,21,5,50,WNW,7,0,29.92,0,0,3.00,195.76
1/18/2022,10:51:00 PM,21,4,48,WNW,8,0,29.93,0,0,3.00,165.1
1/18/2022,11:51:00 PM,19,4,52,CALM,0,0,29.95,0,0,3.00,159.83
1/18/2022,12:51:00 AM,17,7,65,W,5,0,29.96,0,0,3.00,180.52
1/19/2022,1:51:00 AM,16,7,68,CALM,0,0,29.97,0,0,4.00,149.71
1/19/2022,2:51:00 AM,18,8,65,CALM,0,0,29.96,0,0,4.00,145.48
1/19/2022,3:51:00 AM,18,10,71,CALM,0,0,30,0,0,4.00,137.69
1/19/2022,4:51:00 AM,19,9,65,CALM,0,0,29.98,0,0,4.00,138.13
1/19/2022,5:51:00 AM,19,11,71,S,6,0,29.96,0,0,4.00,150.25
1/19/2022,6:51:00 AM,20,12,71,WSW,3,0,29.93,0,0,4.00,183.41
1/19/2022,7:51:00 AM,22,12,66,S,6,0,29.93,0,0,4.00,206.98
1/19/2022,8:51:00 AM,24,14,65,SSW,6,0,29.93,0,0,4.00,215
1/19/2022,9:51:00 AM,28,17,63,S,9,0,29.91,0,0,4.00,198.28
1/19/2022,10:51:00 AM,30,20,66,S,8,0,29.89,0,0,4.00,199.74
1/19/2022,11:51:00 AM,36,24,62,S,7,0,29.85,0,0,4.00,162.39
1/19/2022,12:51:00 PM,43,25,49,SSW,21,29,29.79,0,0,4.00,158.58
1/19/2022,1:51:00 PM,43,25,49,SSW,18,30,29.74,0,0,4.00,139.87
1/19/2022,2:51:00 PM,44,25,47,SSW,21,32,29.71,0,0,4.00,136.77
1/19/2022,3:51:00 PM,45,26,48,SSW,10,0,29.71,0,0,4.00,137.81
1/19/2022,4:51:00 PM,45,25,46,SSW,13,23,29.7,0,0,4.00,140.74
1/19/2022,5:51:00 PM,42,25,51,S,7,0,29.71,0,0,4.00,176.32
1/19/2022,6:51:00 PM,41,29,62,S,9,0,29.71,0,0,4.00,192.28
1/19/2022,7:51:00 PM,40,30,68,S,8,0,29.73,0,0,4.00,162.72
1/19/2022,8:51:00 PM,39,30,70,S,8,0,29.74,0,0,4.00,143.35
1/19/2022,9:51:00 PM,39,31,73,S,9,0,29.74,0,0,4.00,142.77
1/19/2022,10:51:00 PM,39,30,70,S,9,0,29.75,0,0,4.00,119.45
1/19/2022,11:51:00 PM,39,30,70,S,8,0,29.74,0,0,4.00,118.61
1/19/2022,12:51:00 AM,39,30,70,S,6,0,29.74,0,0,4.00,119.34
1/20/2022,1:51:00 AM,37,30,76,S,6,0,29.73,0,0,5.00,106.04
1/20/2022,2:51:00 AM,38,29,70,CALM,0,0,29.72,0,0,5.00,86.4
1/20/2022,3:51:00 AM,35,29,78,WSW,5,0,29.74,0,0,5.00,82.86
1/20/2022,4:51:00 AM,37,31,79,S,6,0,29.75,0,0,5.00,83.6
1/20/2022,5:28:00 AM,37,32,82,NNW,7,0,29.77,0,0,5.00,93.61
1/20/2022,5:51:00 AM,38,33,83,NW,7,0,29.78,0,0,5.00,105.37
1/20/2022,6:51:00 AM,35,32,89,NNW,7,0,29.81,0,0,5.00,135.92
1/20/2022,7:51:00 AM,35,32,89,NNW,7,0,29.84,0,0,5.00,174.28
1/20/2022,7:56:00 AM,34,31,89,NNW,8,0,29.84,0,0,5.00,145.11
1/20/2022,8:51:00 AM,34,26,73,NW,14,0,29.87,0,0,5.00,145.2
1/20/2022,9:07:00 AM,34,26,73,NNW,9,0,29.88,0,0,5.00,173.1
1/20/2022,9:51:00 AM,32,25,75,NNW,12,0,29.92,0,0,5.00,170.46
1/20/2022,9:56:00 AM,32,26,79,NNW,8,0,29.92,0,0,5.00,165.1
1/20/2022,10:21:00 AM,31,26,82,WNW,5,0,29.93,0,0,5.00,157.48
1/20/2022,10:39:00 AM,32,22,66,NW,9,0,29.94,0,0,5.00,154.67
1/20/2022,10:51:00 AM,33,21,61,NW,7,0,29.94,0,0,5.00,156.51
1/20/2022,11:03:00 AM,33,19,56,NNW,8,0,29.94,0,0,5.00,192.95
1/20/2022,11:51:00 AM,33,20,59,NW,10,0,29.93,0,0,5.00,232.47
1/20/2022,12:51:00 PM,34,19,54,NNW,12,0,29.93,0,0,5.00,212.8
1/20/2022,1:51:00 PM,34,16,48,NNW,12,21,29.93,0,0,5.00,192.96
1/20/2022,2:51:00 PM,34,12,40,NNW,16,24,29.93,0,0,5.00,171.75
1/20/2022,3:51:00 PM,33,10,38,NNW,14,26,29.96,0,0,5.00,158.6
1/20/2022,4:51:00 PM,32,9,38,NNW,14,18,29.99,0,0,5.00,164.08
1/20/2022,5:51:00 PM,30,10,43,NNW,13,0,30.01,0,0,5.00,173.98
1/20/2022,6:51:00 PM,27,10,49,NW,13,22,30.05,0,0,5.00,
1/20/2022,7:51:00 PM,26,8,47,NNW,10,0,30.09,0,0,5.00,
1/20/2022,8:51:00 PM,24,7,48,NNW,14,0,30.12,0,0,5.00,
1/20/2022,9:51:00 PM,22,5,48,NW,14,0,30.14,0,0,5.00,
1/20/2022,10:51:00 PM,20,4,50,NNW,13,0,30.17,0,0,5.00,
1/20/2022,11:51:00 PM,19,4,52,NNW,13,0,30.2,0,0,5.00,
1/20/2022,12:51:00 AM,17,3,54,NNW,10,0,30.22,0,0,5.00,
1/21/2022,1:51:00 AM,16,2,54,NNW,13,0,30.23,0,0,6.00,142.27
1/21/2022,2:51:00 AM,14,1,56,NNW,13,0,30.24,0,0,6.00,137.65
1/21/2022,3:51:00 AM,14,-1,52,NNW,13,0,30.26,0,0,6.00,139.78
1/21/2022,4:51:00 AM,12,-3,51,NNW,12,0,30.26,0,0,6.00,139.44
1/21/2022,5:51:00 AM,12,-1,56,N,9,0,30.28,0,0,6.00,144.4
1/21/2022,6:51:00 AM,11,-1,59,N,10,0,30.3,0,0,6.00,138.87
1/21/2022,7:51:00 AM,10,-5,51,N,15,23,30.34,0,0,6.00,176.59
1/21/2022,8:51:00 AM,8,-4,58,N,15,0,30.37,0,0,6.00,197.09
1/21/2022,9:51:00 AM,9,-4,56,NNE,12,0,30.39,0,0,6.00,194.03
1/21/2022,10:51:00 AM,10,-5,51,NNE,16,21,30.42,0,0,6.00,191.94
1/21/2022,11:51:00 AM,11,-6,47,NNE,16,0,30.41,0,0,6.00,197.2
1/21/2022,12:51:00 PM,13,-6,43,N,15,0,30.38,0,0,6.00,176.45
1/21/2022,1:51:00 PM,17,-4,39,NNE,14,0,30.37,0,0,6.00,148.93
1/21/2022,2:51:00 PM,18,-5,36,N,9,0,30.35,0,0,6.00,142.29
1/21/2022,3:51:00 PM,20,-7,30,NE,12,0,30.34,0,0,6.00,142.78
1/21/2022,4:51:00 PM,20,-6,32,NNE,13,0,30.34,0,0,6.00,149.17
1/21/2022,5:51:00 PM,17,-6,36,N,7,0,30.35,0,0,6.00,168.63
1/21/2022,6:51:00 PM,16,-6,38,N,6,0,30.37,0,0,6.00,212.55
1/21/2022,7:51:00 PM,14,-4,45,NNW,7,0,30.38,0,0,6.00,202.63
1/21/2022,8:51:00 PM,15,-4,43,N,7,0,30.39,0,0,6.00,185.77
1/21/2022,9:51:00 PM,14,-4,45,N,6,0,30.39,0,0,6.00,194.16
1/21/2022,10:51:00 PM,14,-3,47,N,7,0,30.38,0,0,6.00,170.61
1/21/2022,11:51:00 PM,13,-3,49,N,8,0,30.37,0,0,6.00,146.69
1/21/2022,12:51:00 AM,12,-4,49,N,7,0,30.37,0,0,6.00,162.07
1/22/2022,1:51:00 AM,10,-5,51,N,7,0,30.35,0,0,7.00,185.96
1/22/2022,2:51:00 AM,9,-5,53,N,8,0,30.34,0,0,7.00,188.96
1/22/2022,3:51:00 AM,8,-5,55,N,8,0,30.32,0,0,7.00,183.05
1/22/2022,4:51:00 AM,7,-5,58,N,7,0,30.3,0,0,7.00,189.98
1/22/2022,5:51:00 AM,6,-5,60,N,7,0,30.28,0,0,7.00,186.06
1/22/2022,6:51:00 AM,5,-5,63,N,7,0,30.27,0,0,7.00,190.49
1/22/2022,7:51:00 AM,5,-5,63,N,5,0,30.28,0,0,7.00,189.88
1/22/2022,8:51:00 AM,6,-5,60,N,6,0,30.29,0,0,7.00,207.87
1/22/2022,9:51:00 AM,9,-4,56,VAR,7,0,30.28,0,0,7.00,207.03
1/22/2022,10:51:00 AM,13,-3,49,NNE,9,0,30.25,0,0,7.00,199.77
1/22/2022,11:51:00 AM,17,0,47,N,8,0,30.24,0,0,7.00,198.29
1/22/2022,12:51:00 PM,20,1,44,NNW,6,0,30.19,0,0,7.00,160.81
1/22/2022,1:51:00 PM,22,4,46,NNE,5,0,30.13,0,0,7.00,158.55
1/22/2022,2:51:00 PM,25,6,45,NE,6,0,30.08,0,0,7.00,157.81
1/22/2022,3:51:00 PM,26,7,44,CALM,0,0,30.06,0,0,7.00,156.09
1/22/2022,4:51:00 PM,26,8,47,CALM,0,0,30.03,0,0,7.00,153.46
1/22/2022,5:51:00 PM,24,9,53,SE,3,0,30,0,0,7.00,193.78
1/22/2022,6:51:00 PM,23,9,55,SE,3,0,29.98,0,0,7.00,229.77
1/22/2022,7:51:00 PM,21,9,60,S,5,0,29.97,0,0,7.00,206.58
1/22/2022,8:51:00 PM,18,9,68,CALM,0,0,29.95,0,0,7.00,188.36
1/22/2022,9:51:00 PM,20,10,65,S,5,0,29.93,0,0,7.00,176.81
1/22/2022,10:51:00 PM,18,10,71,S,7,0,29.9,0,0,7.00,174.7
1/22/2022,11:51:00 PM,18,10,71,S,5,0,29.87,0,0,7.00,162.79
1/22/2022,12:51:00 AM,19,12,74,SSE,5,0,29.85,0,0,7.00,176.39
1/23/2022,1:51:00 AM,18,11,74,S,3,0,29.83,0,0,1.00,161.59
1/23/2022,2:51:00 AM,19,13,77,SSE,5,0,29.8,0,0,1.00,161.75
1/23/2022,3:51:00 AM,19,11,71,S,6,0,29.79,0,0,1.00,166.98
1/23/2022,4:51:00 AM,21,9,60,S,7,0,29.77,0,0,1.00,161.66
1/23/2022,5:51:00 AM,20,7,57,SSW,7,0,29.75,0,0,1.00,168.7
1/23/2022,6:51:00 AM,17,8,68,S,7,0,29.74,0,0,1.00,151.41
1/23/2022,7:51:00 AM,19,8,62,SSE,5,0,29.75,0,0,1.00,155.42
1/23/2022,8:51:00 AM,20,9,62,SSE,6,0,29.74,0,0,1.00,155.62
1/23/2022,9:51:00 AM,22,9,58,S,6,0,29.73,0,0,1.00,154.89
1/23/2022,10:51:00 AM,25,7,46,SSW,6,0,29.71,0,0,1.00,159.05
1/23/2022,11:51:00 AM,28,8,43,SSW,7,0,29.69,0,0,1.00,150.24
1/23/2022,12:51:00 PM,31,9,40,SSW,7,0,29.65,0,0,1.00,146.32
1/23/2022,1:51:00 PM,33,10,38,VAR,6,0,29.61,0,0,1.00,143.87
1/23/2022,2:51:00 PM,35,10,35,S,7,0,29.58,0,0,1.00,141.84
1/23/2022,3:51:00 PM,35,10,35,SW,8,0,29.56,0,0,1.00,138.65
1/23/2022,4:51:00 PM,35,11,37,SW,8,0,29.57,0,0,1.00,139.79
1/23/2022,5:51:00 PM,33,12,42,SW,5,0,29.56,0,0,1.00,146.81
1/23/2022,6:51:00 PM,32,13,45,SSW,7,0,29.57,0,0,1.00,231.63
1/23/2022,7:51:00 PM,32,16,52,NW,7,0,29.59,0,0,1.00,214.74
1/23/2022,8:51:00 PM,30,19,64,WNW,7,0,29.6,0,0,1.00,151.25
1/23/2022,9:23:00 PM,29,22,75,WNW,9,0,29.61,0,0,1.00,145.93
1/23/2022,9:51:00 PM,28,23,81,W,5,0,29.61,0,0,1.00,147.98
1/23/2022,10:48:00 PM,28,25,86,CALM,0,0,29.61,0,0,1.00,144.64
1/23/2022,10:51:00 PM,28,24,85,CALM,0,0,29.61,0,0,1.00,169.44
1/23/2022,11:51:00 PM,27,23,85,CALM,0,0,29.6,0,0,1.00,
1/23/2022,12:51:00 AM,27,23,85,CALM,0,0,29.6,0,0,1.00,
1/24/2022,1:51:00 AM,24,21,88,N,5,0,29.59,0,0,2.00,176.34
1/24/2022,2:51:00 AM,24,21,88,CALM,0,0,29.6,0,0,2.00,161.5
1/24/2022,3:51:00 AM,23,21,92,N,3,0,29.61,0,0,2.00,161.17
1/24/2022,4:51:00 AM,24,20,84,CALM,0,0,29.62,0,0,2.00,161.38
1/24/2022,5:51:00 AM,24,19,81,NNW,6,0,29.65,0,0,2.00,161.19
1/24/2022,6:51:00 AM,24,18,77,NNW,6,0,29.67,0,0,2.00,178.52
1/24/2022,7:51:00 AM,24,15,69,NNW,6,0,29.7,0,0,2.00,240.74
1/24/2022,8:51:00 AM,22,13,68,NNW,7,0,29.73,0,0,2.00,248.21
1/24/2022,9:51:00 AM,23,11,60,NNW,9,0,29.75,0,0,2.00,254.14
1/24/2022,10:31:00 AM,24,11,57,N,8,0,29.76,0,0,2.00,216.07
1/24/2022,10:51:00 AM,25,11,55,N,8,0,29.76,0,0,2.00,151.83
1/24/2022,11:51:00 AM,26,11,53,NNE,7,0,29.76,0,0,2.00,149.79
1/24/2022,12:51:00 PM,27,11,51,E,3,0,29.72,0,0,2.00,146.6
1/24/2022,1:51:00 PM,30,11,45,VAR,3,0,29.69,0,0,2.00,142.38
1/24/2022,2:51:00 PM,31,11,43,VAR,3,0,29.68,0,0,2.00,141.7
1/24/2022,3:51:00 PM,31,12,46,ESE,5,0,29.67,0,0,2.00,154.38
1/24/2022,4:51:00 PM,30,13,49,SSE,8,0,29.67,0,0,2.00,229.59
1/24/2022,5:51:00 PM,29,13,51,S,6,0,29.68,0,0,2.00,247.46
1/24/2022,6:51:00 PM,28,14,56,S,6,0,29.69,0,0,2.00,247.43
1/24/2022,7:51:00 PM,29,16,58,S,6,0,29.69,0,0,2.00,194.63
1/24/2022,8:51:00 PM,29,17,61,S,6,0,29.69,0,0,2.00,175.61
1/24/2022,9:51:00 PM,29,18,64,S,7,0,29.69,0,0,2.00,160.93
1/24/2022,10:51:00 PM,30,19,64,SSW,6,0,29.71,0,0,2.00,151.68
1/24/2022,11:02:00 PM,29,21,72,SSW,6,0,29.71,0,0,2.00,152.05
1/24/2022,11:41:00 PM,27,24,89,S,5,0,29.7,0,0,2.00,
1/24/2022,11:51:00 PM,27,24,89,SSE,5,0,29.7,0,0,2.00,
1/24/2022,12:51:00 AM,27,25,92,SSE,5,0,29.68,0,0,2.00,
1/25/2022,1:05:00 AM,27,25,92,S,6,0,29.68,0,0,3.00,147.89
1/25/2022,1:39:00 AM,27,25,92,S,5,0,29.67,0,0,3.00,149.97
1/25/2022,1:51:00 AM,27,25,92,S,6,0,29.67,0,0,3.00,146.27
1/25/2022,1:59:00 AM,27,25,92,S,6,0,29.66,0,0,3.00,150.87
1/25/2022,2:51:00 AM,28,26,92,S,5,0,29.66,0,0,3.00,151.15
1/25/2022,3:29:00 AM,28,26,92,CALM,0,0,29.65,0,0,3.00,154.56
1/25/2022,3:51:00 AM,28,26,92,CALM,0,0,29.65,0,0,3.00,198.09
1/25/2022,4:51:00 AM,29,26,89,CALM,0,0,29.63,0,0,3.00,212.92
1/25/2022,5:20:00 AM,28,26,92,CALM,0,0,29.64,0,0,3.00,174.23
1/25/2022,5:40:00 AM,28,26,92,CALM,0,0,29.64,0,0,3.00,163.58
1/25/2022,5:51:00 AM,28,26,92,CALM,0,0,29.63,0,0,3.00,144.34
1/25/2022,6:40:00 AM,29,26,89,CALM,0,0,29.64,0,0,3.00,143.82
1/25/2022,6:51:00 AM,29,26,89,CALM,0,0,29.65,0,0,3.00,139.57
1/25/2022,7:51:00 AM,26,24,92,CALM,0,0,29.66,0,0,3.00,138.32
1/25/2022,8:51:00 AM,28,26,92,CALM,0,0,29.67,0,0,3.00,137.75
1/25/2022,9:51:00 AM,30,27,88,CALM,0,0,29.7,0,0,3.00,139.13
1/25/2022,10:51:00 AM,31,28,89,SSE,3,0,29.72,0,0,3.00,167.07
1/25/2022,11:51:00 AM,34,29,82,SW,5,0,29.74,0,0,3.00,194.73
1/25/2022,12:51:00 PM,38,29,70,WSW,5,0,29.73,0,0,3.00,173
1/25/2022,1:51:00 PM,40,26,58,WNW,13,20,29.71,0,0,3.00,155.05
1/25/2022,2:51:00 PM,40,25,55,WNW,13,0,29.72,0,0,3.00,154.7
1/25/2022,3:51:00 PM,38,22,53,WNW,9,0,29.75,0,0,3.00,154.52
1/25/2022,4:51:00 PM,37,21,52,WNW,10,0,29.77,0,0,3.00,145.18
1/25/2022,5:51:00 PM,34,20,56,NNW,7,0,29.8,0,0,3.00,147.38
1/25/2022,6:51:00 PM,32,14,48,W,8,0,29.84,0,0,3.00,
1/25/2022,7:51:00 PM,30,16,56,NNW,8,0,29.87,0,0,3.00,
1/25/2022,8:51:00 PM,28,15,58,N,10,0,29.9,0,0,3.00,
1/25/2022,9:51:00 PM,28,13,53,N,10,0,29.92,0,0,3.00,
1/25/2022,10:51:00 PM,26,11,53,NNW,12,17,29.94,0,0,3.00,
1/25/2022,11:51:00 PM,25,10,53,N,6,0,29.96,0,0,3.00,
1/25/2022,12:51:00 AM,23,10,58,NNW,12,17,29.97,0,0,3.00,
1/26/2022,1:51:00 AM,20,10,65,NW,5,0,29.97,0,0,4.00,154.64
1/26/2022,2:51:00 AM,21,9,60,NNW,9,0,29.99,0,0,4.00,150.57
1/26/2022,3:51:00 AM,21,8,57,N,8,0,30,0,0,4.00,148
